id	Tweet text
3491	RT @MBAENews: What #CCSS Tests Promised & Will Actually Deliver. Problems but also progress. http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/�__�_ #PARCC #SBAC
3492	79% of teachers say PARCC trumps old tests website reports http://s.nola.com/mZ91JuH�_ via @nolanews #PARCC #CCSS #assessment
3502	New @teachplusMA report shows 72% of surveyed MA teachers think #PARCC is a better test than MCAS http://bit.ly/1Iq73ah
3519	Happy to oppose overtesting endless test prep and getting rid of art music or gym. But opting out is BS. Read http://strib.mn/1xXs9GP
3521	#PARCC & #SBAC aren't yet ideal but place more focus on math reasoning & finding evidence in ELA @hechingerreport http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/�__�_
3591	If we #OptOut of tests what's next? Braces? Lice checks? http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT2�__�_
3596	And what the hell is with this opting out stuff? When I was in school they told you a test was coming and YOU TOOK IT.
3740	#PARCC let me work with the most amazing testing team in my district. Absolutely focused and goal oriented. #resiliencechat
3757	Parents Should Welcome the New Common Core Tests - The Daily Beast Would you opt out of their yearly check-up?" http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.html�__�_"
3807	I'm going to say it i like #PARCC way more. #PARCCtesting
3847	#CO parent: Don_��t _��opt out_�� of transparency in our schools http://bit.ly/1boSZ5L�_ via @edu_post #PARCC #edcolo
3869	We shouldn't teach our kids to #OptOut: http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT1�__�_ @MikeThomasTweet
3879	@BariErlichson they won't be able to evaluate properly based on the nonsense answers these kids are providing on #parcc
3895	Parents Should Welcome New #CommonCore #Tests http://thebea.st/1MWimJM�_ via @thedailybeast Finally a reasonable comment. Great points #PARCC
4041	@RachelAnneLevy + I suspect there are some parallels between the mental models parents hold when opting a child out of a test and vaxs.
4048	Why parents should support #PARCC and #SBAC @HopeStreetGroup @codepted http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.html�__�_
4050	Much Needed! Pearson released an update that prevents students from being able to submit their test if they have unvisited units." #parcc"
4060	@meanwhilefl just because you may not understand something doesn't mean it's the devil" http://digital.olivesoftware.com/Olive/ODE/APress/LandingPage/LandingPage.aspx?href=QW1QLzIwMTUvMDMvMjM.&pageno=NA..&entity=QXIwMDQwMQ..&view=ZW50aXR5�__�_ #optout"
4103	#PARCC victimhood and why it's overblown. @starledger editorial: http://bit.ly/1FtPB6f #nj
4104	Enough. Let's dial down #PARCC victimhood for a broader public purpose. Struggling schools need this transparency. http://www.nj.com/opinion/index.ssf/2015/03/parcc_victimhood_and_why_its_overblown_editorial.html�__�_
4154	Reference: Parcc Rubric Backed by Science #parcc #rubric http://stuffspec.com/publicfiles/Parcc_Rubric.html�__�_
4156	Parents Should Welcome the New Common Core Tests #education #edchat #ccss #parents #commoncore #SBAC http://sco.lt/8yVXUn
4283	The movement" of parents opting their kids out of educational testing is mostly wishful thinking. Get tested people save your kids."
4328	Children shouldn't be used 2make a political statement. No one wins with #optout http://digital.olivesoftware.com/Olive/ODE/APress/LandingPage/LandingPage.aspx?href=QW1QLzIwMTUvMDMvMjI.&pageno=MTA.&entity=QXIwMTAwMg..&view=ZW50aXR5�__�_ #parcc @LouisianaStand #LaEd #LAlege
4332	Did your kids take #PARCC this week? Here's a video explaining why some educators think the test is a valuable tool: http://ow.ly/KBA6g
8008	@Dolcisima I am still trying to wrap my head around how looking at publicly shared social media posts is spying? #PARCC #justsaying
8010	Accurate test results are necessary for teachers & schools to identify areas of need." The case against #optout http://bit.ly/1GRVx5Z"
8047	Creative writing during PARCC activities. #jjh68learns #PARCC pic.twitter.com/jM16OjuUKG
8153	Should we be asking only if we test too much OR instead should we as if we are using assessments effectively? #parcc http://bit.ly/ohfipa2
8177	Students doing a great job here maintaining respectful testing environment w/high opt out numbers. #PARCC
8453	#OptOut movement" is media-driven controversy. 99% of kids in Louisiana taking the test: http://www.whlt.com/story/28529928/students-taking-common-core-standardized-tests-this-week�__�_ #FactsMatter"
8480	The #pearsoniswatching folks are so cute. Google Facebook Apple and the NSA know your kids way better than you or Pearson ever will.
8579	@Montel_Williams They're not. #pearsoniswatching is some serious Alex Jones-level bullshit.
8652	Relax #PARCC people. Pearson isn't spying on your kids. Tweeting a copy of a test however is probably going to attract some attention.
9004	Tisch: #optout is a _��terrible mistake._ѝ http://ny.chalkbeat.org/2015/03/16/merryl-tisch-opting-out-of-the-state-exams-is-a-terrible-mistake/%23.VQc8TUb3aEd�__�_ #ThingsMerrylSays #protectourschools
9519	79% of teachers rate #PARCC as a higher quality assessment than prior state tests per @teachplus report. http://bit.ly/1EpYZ7P @MBAENews
10259	Giving up on #PARCC now tells our children...their efforts did not matter." Yes @salberti. A valuable lesson on the risks of blind faith."
10450	@Okaikor @xianb8 @dannywoo15 @NancyOsborne180 @ChrisTienken Not defendng #parcc. Haven't looked at it. But standardizd tests can b diagnostc
10791	Thanks to tests like #PARCC kids will get a glimpse of testing beyond the post-secondary exp. #GRE #LSAT to achieve their future goals
13938	79% of teachers surveyed by @teachplus believe #PARCC better than their state's current assessment. #CCSS #edreform http://teachplus.org/news-events/publications/1000-teachers-examine-parcc-perspectives-quality-new-assessments�__�_
15466	Chicago Teacher: I Support High-Quality Assessments Like #PARCC http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/#.VP8_9RrwFJ0.twitter�__�_ via @edu_post @teachplusCHI #teachervoice #edreform
15764	Chicago Teacher: I Support High-Quality Assessments Like #PARCC #teachervoice #edchat #ccss #commoncore http://sco.lt/5yy9I1
16140	Better tests+better information+better instruction=more learning. #SmarterAssessments #SBAC http://www.sacbee.com/opinion/op-ed/soapbox/article12911246.html#storylink=cpy�__�_
16716	The #PARCC test measures the critical thinking skills that students need_��says this Chicago teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach7�__�_
16793	This Chicago teacher will be using #PARCC as a learning opportunity: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach5�__�_ @lmcgslover
17255	Not all assessments are created equal but #PARCC is a good one says this teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach2�__�_ @PARCCPlace
17433	This Chicago teacher says giving the #PARCC test is the right decision: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach1�__�_ @TeachPlus
17502	[Standardized tests]... can_��t measure and attach a meaningful number to the quality of original thought." #optout http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/01/the-important-things-standardized-tests-dont-measure/�__�_"
22175	Anti-testers just as ignorant as anti-vaxxers ~ As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1wDojSo
22180	Parents want that free public edu 4 their kids but w/o pesky tests || Parents & Students Opt Out #CommonCore testing http://nyti.ms/1wDojSo
22315	Testing is a reality in life. Is opting out of common core tests a disservice to kids and families? @NYTimes http://nyti.ms/1zutBQo
168	How do we know how students are doing if we don't test them? #PARCC #TestingSeason @theschoolpr
169	@KellyORourke2 @teachplus @CommonCoreForum @stevenlmass I'm hearing kids like how #parcc makes them think. Sorry to disappoint
170	Click to see why we should put that #OptOut energy into fixing real problems in education: http://educationpost.org/opting-out-is-not-progressive/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctOptoutChicagoGw4 … @theschoolpr
171	Implementing the new test will be hard but worth it" #PARCC #teachervoice #edchat http://ow.ly/L25FF"
172	How will anyone know if education is heading the right direction?" Testing #optout is a mistake: http://ow.ly/L2YTL @TimesUnion"
173	Senators are concerned with how student achievement might be measured if a parent can opt their children out of taking any test. #HB2246
174	Guest Commentary: Reject legislation to opt out on testing. @denverpost Op-Ed piece #edcolo #edchat http://www.denverpost.com/opinion/ci_27798473/guest-commentary-reject-legislation-opt-out-testing …
175	Our 2nd Assignment of The Day features this outstanding #parcc sample assignment! Check it out! https://edcite.com/1jd3e7 #edtech
176	A #CT parent and former superintendent reflects on the importance of testing. http://ow.ly/L2uj6 #SBAC #education #edreform
177	I wonder what the #'s are. RT “ @StudentSuccess: Opting out of tests is a “mistake” writes @timesunion: http://bit.ly/1MtIPBI  #optout"
178	#PARCC will broaden teaching repertoire and help Ss' learn more about how technology can help them in every subject http://bit.ly/1E5JDZ0
179	Why do we need #SBAC testing anyway? Read about why we support it here: http://ow.ly/KZDWX #edreform #education
180	#SBAC will provide a springboard for improvement; eliminating the tests is counterproductive/ potentially destructive http://ow.ly/KZCCO
181	RT @waOSPI: The latest standardized test has a lot going for it" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html … #waedu #SBAC"
182	PARCC assessments provide the schools teachers and parents with data to improve student performance. #PARCC htt…/bit.ly/1F9ebGW
183	The latest standardized test has a lot going for it" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html … #waedu #SBAC"
184	@NorwichBulletin compares #SBAC to CEA's testing proposal: Eliminating student testing only delays education reform" http://shar.es/1ggVAN"
185	More non-educators with their heads up their asses… Testing opt-out a mistake http://blog.timesunion.com/opinion/testing-opt-out-a-mistake/32104/ … #pearson #parcc
186	Testing was created to address a real problem. Opting out is folly. We need measures of school success. http://www.mypalmbeachpost.com/news/news/opinion/editorial-opting-out-not-best-option-for-parents-s/nkgnY/?icmp=pbp_internallink_invitationbox_apr2013_pbpstubtomypbp_launch#b5c2a772.2631024.735687%23__federated=1 …
2088	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @teacherromeronm
2118	#PARCC helps teachers adapt instruction to meet the needs of their students. More info at: http://futurereadyma.org/action pic.twitter.com/SvMy7VsP8Y
2189	ICYMI: Policy Fellows report from 351 teachers/74 districts in MA call for adoption of #PARCC: http://bit.ly/1xygbsx pic.twitter.com/VD0XPwUoPS
2191	#PARCC assessment development is essential for successful implementation of the #CCSS http://bit.ly/1xrWsFd pic.twitter.com/9I1rzviKgi
2450	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @DailyMsgInspire
2504	Check it out. http://Mathstarters.com #commoncore #math #middleschool #Mathematics #mathchat #numbersense #sbac #teachers
2524	This outstanding #PARCC assignment of the day has Ss analyzing 2 texts about archeology: https://edcite.com/1k3614 #elachat #ccss #AOTD
2537	What types of texts are on the #PARCC assessment? More than you think http://bit.ly/1xrWsFd pic.twitter.com/DU6HE1Sbbd
2733	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @millymildoh
2742	Thx to @siliconvalleycf for highlighting #CommonGround our new #CommonCore & #SBAC resource: http://embracethecore.org/articles/101068/common-ground-bulletins-san-mateo-county-office-of/ …pic.twitter.com/vhVozkH42W
2849	Comm. Hespe knocks it out of the #PARCC again with another great budget hearing! Legislators now know PARCC is THE central learning tool!
2850	Tips for helping anxious kids with #MCAS #PARCC http://www.salemnews.com/news/lifestyles/parent-rap-tips-for-helping-an-anxious-child-through-mcas/article_8f2f8203-557d-560a-9380-46da1ad71e1d.html …
2853	CP Prof on opt out: It’s sad they are kind of reacting against this test [ @PARCCPlace] http://blogs.denverpost.com/coloradoclassroom/2015/03/12/put-test-cus-derek-briggs-parcc-expectations/4567/ …
2940	Using #PARCC Performance Tasks to Design Curriculum. ICCB respects PARCC's assessment--let's use it! http://partnerinedu.com/2015/02/26/using-parcc-performance-tasks-to-design-curriculum/ … #iledchat
3146	We're in the process of building PARCC'S new assessment program & resource center. About #PARCC video. | RealLearning http://ow.ly/MbeMU
3182	We rocked PARCC! Day #3 we made it. #totallyownedit #PARCC #MsT4thGrade #TechnologyGeniuses #followus #ourclassisawesome #fridayforthewin
3500	HISD parents opt their kids out of the STAAR test at whose peril? http://youtu.be/X-cbyQFYSGk?a
3664	A positive on #PARCC How will the scores be used? Community colleges will accept PARCC results: http://bit.ly/1DMNYKU  via @heraldandreview
4130	ICYMI: EDITORIAL: If opting out of #PARCC = fewer educational opportunities and higher taxes we should think twice: http://bit.ly/1Hx6CO1
4259	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @ABQBizFirst
4343	EDITORIAL: If opting out of #PARCC means fewer educational opportunities and higher taxes we should think twice: http://bit.ly/1Hx6CO1
4493	200+ Colleges support SBAC & #ILCommunityColleges 2support #PARCC: EdCentral http://sco.lt/8pz95V #ILechchatpic.twitter.com/0m7PKcwKxO
4642	@DanielMunoz100 #PARCC #ChrisChristie http://www.nj.com/politics/index.ssf/2015/04/christie_warns_opting_out_of_parcc_test_will_creat.html#incart_2box_nj-homepage-featured …
4652	@kevindengel #PARCC Performance Level Descriptors are start point for standard setting & rubric development http://parcconline.org/plds
4803	Learn about #PARCC & Mass Curriculum-aligned exams on helpful section of @FutureReadyMA's site http://bit.ly/1PpXlIK  https://twitter.com/MassStand/status/591329316325101568/photo/1pic.twitter.com/xUjLrX7h5L
5012	NY parents who are #optingout of #CommonCore tests should take a field trip here with their kids: http://momath.org @MoMath1 #optout
5045	Here it comes: NJ threatens to withhold state funding for schools without high enough participation on #PARCC: http://www.nj.com/education/2015/04/nj_education_commissioner_pledges_sanctions_over_p.html …
5104	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @robinfogarty
5114	Here is a good website I found to practice #CCSS and #PARCC used it today my kids feel ready :) http://parccgames.com/  Enjoy #Fellowschat
5294	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @High_Tower01
5368	Good Oregonian editorial on why middle class parents shouldn't opt out of common core test http://www.oregonlive.com/opinion/index.ssf/2015/02/smarter_balanced_exam_as_abuse.html … @shermandorn
5749	Laugh & Practice: Free #PARCC practice questions for #Math & #ELApic.twitter.com/cm1KAfY7bg
5914	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr  @aleuriasXoXo
6036	#PARCC exam will help reduce placement testing at the community college level http://bit.ly/1E2WOsu #ILpic.twitter.com/KHyy4ZVg6j
6037	Great practice for your students! Here's the 11th grade #sbac practice test: https://edcite.com/1v48qu . #elachat #hschat #CCSS
6043	1 sen. says he knows how his dad would have reacted if he had asked to opt out of test: Take the test or else! http://nwsdy.li/1HRL39N
6061	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @lanecindy1234
6166	Come to registration to try the #PARCC and @SmarterBalanced test if you are at #ewa15
6176	RT @kelli_gauthier: Hey #EWA15 see for yourself whether @SmarterBalanced & #PARCC are better than old tests. Take practice tests 7th floor
6279	IL community colleges to use #PARCC for placement http://ow.ly/LSPnq
6407	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @Diversions505
6638	The SBAC tests are coming up! Let your 6th graders practice with our new ELA practice tests: https://edcite.com/1efa47 #sbac #caedchat #ccss
6641	The SBAC tests are coming up! Let your 6th graders practice with our new ELA practice tests: https://edcite.com/1efa47 #sbac #caedchat #ccss
6704	#PARCCready #IL community colleges approve use of #PARCC for class placement http://bit.ly/1E2WOsu pic.twitter.com/YmPa1ElpeP
6727	Laugh & Practice: A new way to practice for the #PARCC test with @LumosLearning Free resources http://goo.gl/KUBQ7M pic.twitter.com/eyQbNiOGnX
6798	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @PorNadaPorTodo
6819	Laugh & Practice: A new way to practice for the #PARCC test with @LumosLearning Free resources http://goo.gl/KUBQ7M pic.twitter.com/TX2s29a5xC
6893	Information from formative assessments help teachers understand the effectiveness of their instruction... http://bit.ly/1E18o7k #PARCC
6909	Laugh & Practice: A new way to practice for the #PARCC test with @LumosLearning Free resources http://goo.gl/KUBQ7M pic.twitter.com/krDvG0nUmw
6911	#Illinois community colleges approve use of #PARCC for class placement: http://www.isbe.net/news/2015/apr20.htm …
6984	Laugh & Practice: A new way to practice for the #PARCC test with @LumosLearning Free resources http://goo.gl/KUBQ7M pic.twitter.com/a5scFcABye
7026	Laugh & Practice: A new way to practice for the #PARCC test with @LumosLearning Free resources http://goo.gl/KUBQ7M pic.twitter.com/WN66RHTx50
7327	Laugh & Practice: A new way to practice for the #PARCC test with @LumosLearning Free resources http://goo.gl/KUBQ7M pic.twitter.com/ZsXW82w69c
7328	Thank you to our high schools for sharing http://www.smarterbalanced.org/news/close-200-colleges-universities-use-smarter-balanced-scores-part-placement/ … colleges using #SBAC. Good luck to our students! @pvpschools
7340	No one opposes testing. But they sure oppose the #parcc.
7802	MT @US_conversation: Want your kid ready for #college? Well then support #PARCC testing says @BU_SED's @vsolberg: http://theconversation.com/another-standardized-test-called-parcc-but-heres-whats-different-40056 …
8392	Parents be sure to check out these great #PARCC resources http://bit.ly/1qeTmzW pic.twitter.com/TJTIZkRHTS
8497	Reading Practice Prompts for the Smarter Balanced Assessment Consortium (SBAC) http://ow.ly/LLFez #Edchat #SBAC
8550	5th-8th grade #PARCC EOYs for math are up on Edcite! Great practice for your Ss! http://blog.edcite.com/2015/04/16/tes … #ohedchat #oacteach
8670	200 colleges agree students can skip remedial coursework if they reach the college-readiness on #SBAC http://sco.lt/5l3qFN #commoncore
8672	#PARCC test get it trending
8739	Why my daughter WILL take the #PARCC test: #NJ parent backs strong assessments that ensure student success. More: http://on.app.com/1yYosAZ
8791	If an angle of a ∆ = the sum of the other 2 explain why it must be a right ∆. #geometry #PARCC #edchat #SATPrep #mathchat #Math #MSMathChat
8793	At 30 mi/hr:5 min late to work. At 60 mi/hr: 5 min early. How many mi to work? [10] #SATPrep #edtech #teacher #edreform #PARCC
8960	Are you a Smarter Balanced district? Learn how #SBAC and #MAPtest work better together. Read more at: http://ow.ly/LI4Pg #edchat #CCSS
9051	5th-8th grade math EOYs all available on Edcite! Your students get good practice you get good data! http://blog.edcite.com/2015/04/16/test-prep-playlist/ … #parcc
9078	How #PARCC districts can gain critical teaching and learning data with #MAPtest. See more at: http://ow.ly/LI4gL #edchat #education
9102	Support resources for SBAC test administrators and proctors http://www.scoe.org/pub/htdocs/sbac-test-administrator.html … guides videos & access info #SBAC #assessment
9188	. @BU_SED prof @vsolberg writes in @US_Conversation that #PARCC could help with college readiness: http://ow.ly/LH6dq #BU
9300	More information on #parcc and #teachingtips for #educators http://goo.gl/K7CHjW https://twitter.com/MarisaAdamsAuth/status/588341930997645313 …
9302	Useful infomation for teachers/educators on #parcc and #teachingtips for #educators http://goo.gl/K7CHjW https://twitter.com/MarisaAdamsAuth/status/588341930997645313 …
9304	More information on #parcc and #teachingtips for #educators http://goo.gl/K7CHjW "https://twitter.com/MarisaAdamsAuth/status/588341930997645313 …"
9341	McKEON: Why my daughter will take the PARCC test #ccss #commoncore #edchat #PARCC http://sco.lt/5gI2sr
9406	Preparing for EOY Assessments are your students on track? http://bit.ly/1DhU7RY #PARCC #SBAC pic.twitter.com/ieBP04HITn
9422	Families learning about our new state assessment! #CCSS #SBAC pic.twitter.com/Wdf5FMWshp
9453	CA parents your kids are being given the #SBAC an assessment aligned to the #CommonCore. Here's a practice test! http://www.smarterbalanced.org/practice-test/
9540	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @theparrotofroch
9642	More information on #parcc and #teachingtips for #educators http://goo.gl/K7CHjW https://twitter.com/MarisaAdamsAuth/status/588341930997645313 …
9720	Information on #parcc and #teachingtips for #educators http://goo.gl/K7CHjW https://twitter.com/MarisaAdamsAuth/status/588341930997645313 …"
9731	For more information on #parcc and #teachingtips for #educators http://goo.gl/K7CHjW https://twitter.com/MarisaAdamsAuth/status/588341930997645313 …
10165	A dad says the #OptOut movement goes against our country's work ethic. Read why: http://www.timesunion.com/tuplus-opinion/article/Opt-in-to-gain-a-better-education-through-Common-6197051.php … @StudentsFirstNY
10394	Here's what you need to know to tackle the ELA section of #parcc: http://blog.edcite.com/2015/02/19/perfecting-your-parcc-practice/ … #elachat #gamefacepic.twitter.com/giAsRFmeUQ
10471	How to support students during standardized testing: http://bit.ly/PARCCSpt #sel #parcc #empathy #assessment #edchat
10644	The K-2 Evidence Statements for #ELA #Literacy & #Math are now posted at http://www.parcconline.org/K2-assessments  Great tool for Ts. #PARCC via @edtechgirl
10663	The K-2 Evidence Statements for #ELA #Literacy & #Math are now posted at http://www.parcconline.org/K2-assessments  Great tool for Ts. #PARCC
10797	The other end of the testing spectrum: @nytimes profiles some of the students opting in" not out: http://nyti.ms/1H1sC1G"
11313	10 Outstanding PARCC Assignments | The Edcite Blog http://bit.ly/1Oq6q3O #parcc #assessment
11400	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr  @Maribel_x40
11721	@pamallyn via @LitLifePD clarifies misconceptions about the #commoncore - Let's Not Opt Out of the Common Core: http://wp.me/p1KCXs-9h
11736	Spring Forward via @edciteteam! April Newsletter :) #edchat #edtech #PARCC #CCSS http://zc.vg/AcrYMxTDkB
11942	Some great feedback from teachers using these Teaching Theme activities http://bit.ly/1CpvRtx #theme #CCSS #PARCC
