id	Tweet text
3491	RT @MBAENews: What #CCSS Tests Promised & Will Actually Deliver. Problems but also progress. http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/�__�_ #PARCC #SBAC
3492	79% of teachers say PARCC trumps old tests website reports http://s.nola.com/mZ91JuH�_ via @nolanews #PARCC #CCSS #assessment
3502	New @teachplusMA report shows 72% of surveyed MA teachers think #PARCC is a better test than MCAS http://bit.ly/1Iq73ah
3519	Happy to oppose overtesting endless test prep and getting rid of art music or gym. But opting out is BS. Read http://strib.mn/1xXs9GP
3521	#PARCC & #SBAC aren't yet ideal but place more focus on math reasoning & finding evidence in ELA @hechingerreport http://hechingerreport.org/what-this-springs-common-core-tests-promised-and-what-they-will-actually-deliver/�__�_
3591	If we #OptOut of tests what's next? Braces? Lice checks? http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT2�__�_
3596	And what the hell is with this opting out stuff? When I was in school they told you a test was coming and YOU TOOK IT.
3740	#PARCC let me work with the most amazing testing team in my district. Absolutely focused and goal oriented. #resiliencechat
3757	Parents Should Welcome the New Common Core Tests - The Daily Beast Would you opt out of their yearly check-up?" http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.html�__�_"
3807	I'm going to say it i like #PARCC way more. #PARCCtesting
3847	#CO parent: Don_��t _��opt out_�� of transparency in our schools http://bit.ly/1boSZ5L�_ via @edu_post #PARCC #edcolo
3869	We shouldn't teach our kids to #OptOut: http://educationpost.org/school-choice-is-my-kids-path-to-the-american-dream/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctRipleyTweetMT1�__�_ @MikeThomasTweet
3879	@BariErlichson they won't be able to evaluate properly based on the nonsense answers these kids are providing on #parcc
3895	Parents Should Welcome New #CommonCore #Tests http://thebea.st/1MWimJM�_ via @thedailybeast Finally a reasonable comment. Great points #PARCC
4041	@RachelAnneLevy + I suspect there are some parallels between the mental models parents hold when opting a child out of a test and vaxs.
4048	Why parents should support #PARCC and #SBAC @HopeStreetGroup @codepted http://www.thedailybeast.com/articles/2015/03/22/parents-should-welcome-the-new-common-core-tests.html�__�_
4050	Much Needed! Pearson released an update that prevents students from being able to submit their test if they have unvisited units." #parcc"
4060	@meanwhilefl just because you may not understand something doesn't mean it's the devil" http://digital.olivesoftware.com/Olive/ODE/APress/LandingPage/LandingPage.aspx?href=QW1QLzIwMTUvMDMvMjM.&pageno=NA..&entity=QXIwMDQwMQ..&view=ZW50aXR5�__�_ #optout"
4103	#PARCC victimhood and why it's overblown. @starledger editorial: http://bit.ly/1FtPB6f #nj
4104	Enough. Let's dial down #PARCC victimhood for a broader public purpose. Struggling schools need this transparency. http://www.nj.com/opinion/index.ssf/2015/03/parcc_victimhood_and_why_its_overblown_editorial.html�__�_
4154	Reference: Parcc Rubric Backed by Science #parcc #rubric http://stuffspec.com/publicfiles/Parcc_Rubric.html�__�_
4156	Parents Should Welcome the New Common Core Tests #education #edchat #ccss #parents #commoncore #SBAC http://sco.lt/8yVXUn
4283	The movement" of parents opting their kids out of educational testing is mostly wishful thinking. Get tested people save your kids."
4328	Children shouldn't be used 2make a political statement. No one wins with #optout http://digital.olivesoftware.com/Olive/ODE/APress/LandingPage/LandingPage.aspx?href=QW1QLzIwMTUvMDMvMjI.&pageno=MTA.&entity=QXIwMTAwMg..&view=ZW50aXR5�__�_ #parcc @LouisianaStand #LaEd #LAlege
4332	Did your kids take #PARCC this week? Here's a video explaining why some educators think the test is a valuable tool: http://ow.ly/KBA6g
8008	@Dolcisima I am still trying to wrap my head around how looking at publicly shared social media posts is spying? #PARCC #justsaying
8010	Accurate test results are necessary for teachers & schools to identify areas of need." The case against #optout http://bit.ly/1GRVx5Z"
8047	Creative writing during PARCC activities. #jjh68learns #PARCC pic.twitter.com/jM16OjuUKG
8153	Should we be asking only if we test too much OR instead should we as if we are using assessments effectively? #parcc http://bit.ly/ohfipa2
8177	Students doing a great job here maintaining respectful testing environment w/high opt out numbers. #PARCC
8453	#OptOut movement" is media-driven controversy. 99% of kids in Louisiana taking the test: http://www.whlt.com/story/28529928/students-taking-common-core-standardized-tests-this-week�__�_ #FactsMatter"
8480	The #pearsoniswatching folks are so cute. Google Facebook Apple and the NSA know your kids way better than you or Pearson ever will.
8579	@Montel_Williams They're not. #pearsoniswatching is some serious Alex Jones-level bullshit.
8652	Relax #PARCC people. Pearson isn't spying on your kids. Tweeting a copy of a test however is probably going to attract some attention.
9004	Tisch: #optout is a _��terrible mistake._ѝ http://ny.chalkbeat.org/2015/03/16/merryl-tisch-opting-out-of-the-state-exams-is-a-terrible-mistake/%23.VQc8TUb3aEd�__�_ #ThingsMerrylSays #protectourschools
9519	79% of teachers rate #PARCC as a higher quality assessment than prior state tests per @teachplus report. http://bit.ly/1EpYZ7P @MBAENews
10259	Giving up on #PARCC now tells our children...their efforts did not matter." Yes @salberti. A valuable lesson on the risks of blind faith."
10450	@Okaikor @xianb8 @dannywoo15 @NancyOsborne180 @ChrisTienken Not defendng #parcc. Haven't looked at it. But standardizd tests can b diagnostc
10791	Thanks to tests like #PARCC kids will get a glimpse of testing beyond the post-secondary exp. #GRE #LSAT to achieve their future goals
13938	79% of teachers surveyed by @teachplus believe #PARCC better than their state's current assessment. #CCSS #edreform http://teachplus.org/news-events/publications/1000-teachers-examine-parcc-perspectives-quality-new-assessments�__�_
15466	Chicago Teacher: I Support High-Quality Assessments Like #PARCC http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/#.VP8_9RrwFJ0.twitter�__�_ via @edu_post @teachplusCHI #teachervoice #edreform
15764	Chicago Teacher: I Support High-Quality Assessments Like #PARCC #teachervoice #edchat #ccss #commoncore http://sco.lt/5yy9I1
16140	Better tests+better information+better instruction=more learning. #SmarterAssessments #SBAC http://www.sacbee.com/opinion/op-ed/soapbox/article12911246.html#storylink=cpy�__�_
16716	The #PARCC test measures the critical thinking skills that students need_��says this Chicago teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach7�__�_
16793	This Chicago teacher will be using #PARCC as a learning opportunity: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach5�__�_ @lmcgslover
17255	Not all assessments are created equal but #PARCC is a good one says this teacher: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach2�__�_ @PARCCPlace
17433	This Chicago teacher says giving the #PARCC test is the right decision: http://educationpost.org/chicago-teacher-support-high-quality-assessments-like-parcc/?utm_source=twitter&utm_medium=social&utm_campaign=Choice&utm_content=TwChoiceChicagoTeach1�__�_ @TeachPlus
17502	[Standardized tests]... can_��t measure and attach a meaningful number to the quality of original thought." #optout http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/01/the-important-things-standardized-tests-dont-measure/�__�_"
22175	Anti-testers just as ignorant as anti-vaxxers ~ As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1wDojSo
22180	Parents want that free public edu 4 their kids but w/o pesky tests || Parents & Students Opt Out #CommonCore testing http://nyti.ms/1wDojSo
22315	Testing is a reality in life. Is opting out of common core tests a disservice to kids and families? @NYTimes http://nyti.ms/1zutBQo
168	How do we know how students are doing if we don't test them? #PARCC #TestingSeason @theschoolpr
169	@KellyORourke2 @teachplus @CommonCoreForum @stevenlmass I'm hearing kids like how #parcc makes them think. Sorry to disappoint
170	Click to see why we should put that #OptOut energy into fixing real problems in education: http://educationpost.org/opting-out-is-not-progressive/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctOptoutChicagoGw4 … @theschoolpr
171	Implementing the new test will be hard but worth it" #PARCC #teachervoice #edchat http://ow.ly/L25FF"
172	How will anyone know if education is heading the right direction?" Testing #optout is a mistake: http://ow.ly/L2YTL @TimesUnion"
173	Senators are concerned with how student achievement might be measured if a parent can opt their children out of taking any test. #HB2246
174	Guest Commentary: Reject legislation to opt out on testing. @denverpost Op-Ed piece #edcolo #edchat http://www.denverpost.com/opinion/ci_27798473/guest-commentary-reject-legislation-opt-out-testing …
175	Our 2nd Assignment of The Day features this outstanding #parcc sample assignment! Check it out! https://edcite.com/1jd3e7 #edtech
176	A #CT parent and former superintendent reflects on the importance of testing. http://ow.ly/L2uj6 #SBAC #education #edreform
177	I wonder what the #'s are. RT “ @StudentSuccess: Opting out of tests is a “mistake” writes @timesunion: http://bit.ly/1MtIPBI  #optout"
178	#PARCC will broaden teaching repertoire and help Ss' learn more about how technology can help them in every subject http://bit.ly/1E5JDZ0
179	Why do we need #SBAC testing anyway? Read about why we support it here: http://ow.ly/KZDWX #edreform #education
180	#SBAC will provide a springboard for improvement; eliminating the tests is counterproductive/ potentially destructive http://ow.ly/KZCCO
181	RT @waOSPI: The latest standardized test has a lot going for it" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html … #waedu #SBAC"
182	PARCC assessments provide the schools teachers and parents with data to improve student performance. #PARCC htt…/bit.ly/1F9ebGW
183	The latest standardized test has a lot going for it" http://www.bellinghamherald.com/2015/03/29/4210209/our-voice-the-latest-standardized.html … #waedu #SBAC"
184	@NorwichBulletin compares #SBAC to CEA's testing proposal: Eliminating student testing only delays education reform" http://shar.es/1ggVAN"
185	More non-educators with their heads up their asses… Testing opt-out a mistake http://blog.timesunion.com/opinion/testing-opt-out-a-mistake/32104/ … #pearson #parcc
186	Testing was created to address a real problem. Opting out is folly. We need measures of school success. http://www.mypalmbeachpost.com/news/news/opinion/editorial-opting-out-not-best-option-for-parents-s/nkgnY/?icmp=pbp_internallink_invitationbox_apr2013_pbpstubtomypbp_launch#b5c2a772.2631024.735687%23__federated=1 …
